"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2022-04-10,"03:00:00","X8","HRX",83
2022-04-10,"12:00:00","X8","HRN",47
2022-04-10,NA,"X8","PM",1009.8
2022-04-10,"09:41:00","X8","PX",1012
2022-04-10,"23:59:00","X8","PN",1007.7
2022-04-10,NA,"X8","PPT",0
2022-04-10,NA,"X8","RS24h",18
2022-04-10,NA,"X8","VVM10",2
2022-04-10,NA,"X8","DVM10",255
2022-04-10,"15:54:00","X8","VVX10",9
2022-04-10,"15:54:00","X8","DVVX10",208
2022-04-11,NA,"D5","TM",12.2
2022-04-11,"12:04:00","D5","TX",17
2022-04-11,"00:54:00","D5","TN",9.6
2022-04-11,NA,"D5","HRM",82
2022-04-11,"21:00:00","D5","HRX",98
2022-04-11,"08:31:00","D5","HRN",60
2022-04-11,NA,"D5","PM",967.3
2022-04-11,"10:33:00","D5","PX",968.8
2022-04-11,"19:10:00","D5","PN",965.5
2022-04-11,NA,"D5","PPT",0
2022-04-11,NA,"D5","RS24h",18.2
2022-04-11,NA,"D5","VVM10",4.7
2022-04-11,NA,"D5","DVM10",71
2022-04-11,"19:38:00","D5","VVX10",14.9
2022-04-11,"19:38:00","D5","DVVX10",77
2022-04-11,NA,"X2","TM",14
2022-04-11,"11:53:00","X2","TX",18.1
2022-04-11,"05:00:00","X2","TN",10.2
2022-04-11,NA,"X2","HRM",78
2022-04-11,"05:02:00","X2","HRX",90
2022-04-11,"11:54:00","X2","HRN",61
2022-04-11,NA,"X4","TM",14.3
2022-04-11,"11:53:00","X4","TX",16.6
2022-04-11,"04:31:00","X4","TN",12.1
2022-04-11,NA,"X4","HRM",74
2022-04-11,"18:40:00","X4","HRX",82
2022-04-11,"07:40:00","X4","HRN",60
2022-04-11,NA,"X4","PM",1012
2022-04-11,"11:00:00","X4","PX",1013.6
2022-04-11,"19:04:00","X4","PN",1010.2
2022-04-11,NA,"X4","PPT",0
2022-04-11,NA,"X4","RS24h",21
2022-04-11,NA,"X4","VVM10",3.1
2022-04-11,NA,"X4","DVM10",94
2022-04-11,"20:24:00","X4","VVX10",11.8
2022-04-11,"20:24:00","X4","DVVX10",70
2022-04-11,NA,"X8","TM",13.7
2022-04-11,"12:14:00","X8","TX",17.3
2022-04-11,"04:23:00","X8","TN",9.8
2022-04-11,NA,"X8","HRM",78
2022-04-11,"05:18:00","X8","HRX",92
2022-04-11,"08:37:00","X8","HRN",61
2022-04-11,NA,"X8","PM",1006.1
2022-04-11,"00:01:00","X8","PX",1007.8
2022-04-11,"19:01:00","X8","PN",1004.2
2022-04-11,NA,"X8","PPT",0
2022-04-11,NA,"X8","RS24h",19.8
2022-04-11,NA,"X8","VVM10",3.3
2022-04-11,NA,"X8","DVM10",78
2022-04-11,"19:31:00","X8","VVX10",11.7
2022-04-11,"19:31:00","X8","DVVX10",74
2022-04-12,NA,"D5","TM",11.2
2022-04-12,"16:04:00","D5","TX",12
2022-04-12,"09:30:00","D5","TN",10.6
2022-04-12,NA,"D5","HRM",96
2022-04-12,"23:30:00","D5","HRX",100
2022-04-12,"06:00:00","D5","HRN",86
2022-04-12,NA,"D5","PM",963.9
2022-04-12,"00:01:00","D5","PX",965.8
2022-04-12,"14:51:00","D5","PN",962.7
2022-04-12,NA,"D5","PPT",0.5
2022-04-12,NA,"D5","RS24h",2.8
2022-04-12,NA,"D5","VVM10",8
2022-04-12,NA,"D5","DVM10",67
2022-04-12,"06:16:00","D5","VVX10",15.9
2022-04-12,"06:16:00","D5","DVVX10",73
2022-04-12,NA,"X2","TM",14.5
2022-04-12,"11:35:00","X2","TX",15.4
2022-04-12,"22:05:00","X2","TN",13.9
2022-04-12,NA,"X2","HRM",80
2022-04-12,"22:30:00","X2","HRX",91
2022-04-12,"06:00:00","X2","HRN",71
2022-04-12,NA,"X4","TM",14.4
2022-04-12,"11:52:00","X4","TX",15.6
2022-04-12,"23:30:00","X4","TN",13.8
2022-04-12,NA,"X4","HRM",80
2022-04-12,"22:30:00","X4","HRX",100
2022-04-12,"05:46:00","X4","HRN",69
2022-04-12,NA,"X4","PM",1008.5
2022-04-12,"00:00:00","X4","PX",1010.8
2022-04-12,"14:42:00","X4","PN",1007.1
2022-04-12,NA,"X4","PPT",0
2022-04-12,NA,"X4","RS24h",5.9
2022-04-12,NA,"X4","VVM10",4.6
2022-04-12,NA,"X4","DVM10",78
2022-04-12,"11:18:00","X4","VVX10",11.6
2022-04-12,"11:18:00","X4","DVVX10",43
2022-04-12,NA,"X8","TM",14.2
2022-04-12,"12:43:00","X8","TX",15.6
2022-04-12,"09:15:00","X8","TN",13.3
2022-04-12,NA,"X8","HRM",83
2022-04-12,"23:30:00","X8","HRX",100
2022-04-12,"06:00:00","X8","HRN",73
2022-04-12,NA,"X8","PM",1002.5
2022-04-12,"00:00:00","X8","PX",1004.6
2022-04-12,"14:50:00","X8","PN",1001.3
2022-04-12,NA,"X8","PPT",0
2022-04-12,NA,"X8","RS24h",5.3
2022-04-12,NA,"X8","VVM10",5.2
2022-04-12,NA,"X8","DVM10",70
2022-04-12,"04:55:00","X8","VVX10",12.5
2022-04-12,"04:55:00","X8","DVVX10",74
2022-04-13,NA,"D5","TM",11.2
2022-04-13,"23:32:00","D5","TX",12.2
2022-04-13,"19:45:00","D5","TN",10
2022-04-13,NA,"D5","HRM",95
2022-04-13,"19:30:00","D5","HRX",100
2022-04-13,"23:57:00","D5","HRN",59
2022-04-13,NA,"D5","PM",964.9
2022-04-13,"22:25:00","D5","PX",968
2022-04-13,"05:13:00","D5","PN",962.5
2022-04-13,NA,"D5","PPT",6.5
2022-04-13,NA,"D5","RS24h",1.4
2022-04-13,NA,"D5","VVM10",7.1
2022-04-13,NA,"D5","DVM10",63
2022-04-13,"21:47:00","D5","VVX10",16
2022-04-13,"21:47:00","D5","DVVX10",69
2022-04-13,NA,"X2","TM",13.9
2022-04-13,"22:00:00","X2","TX",14.8
2022-04-13,"23:59:00","X2","TN",12.4
2022-04-13,NA,"X2","HRM",88
2022-04-13,"10:00:00","X2","HRX",97
2022-04-13,"21:44:00","X2","HRN",65
2022-04-13,NA,"X4","TM",13.9
2022-04-13,"21:17:00","X4","TX",15
2022-04-13,"10:31:00","X4","TN",13.3
2022-04-13,NA,"X4","HRM",92
2022-04-13,"15:30:00","X4","HRX",100
2022-04-13,"21:15:00","X4","HRN",59
2022-04-13,NA,"X4","PM",1009.6
2022-04-13,"22:00:00","X4","PX",1012.7
2022-04-13,"05:08:00","X4","PN",1007
2022-04-13,NA,"X4","PPT",8
2022-04-13,NA,"X4","RS24h",1.9
2022-04-13,NA,"X4","VVM10",3.8
2022-04-13,NA,"X4","DVM10",79
2022-04-13,"10:11:00","X4","VVX10",11.8
2022-04-13,"10:11:00","X4","DVVX10",77
2022-04-13,NA,"X8","TM",13.7
2022-04-13,"21:31:00","X8","TX",15
2022-04-13,"15:05:00","X8","TN",13.2
2022-04-13,NA,"X8","HRM",91
2022-04-13,"15:30:00","X8","HRX",100
2022-04-13,"23:56:00","X8","HRN",54
2022-04-13,NA,"X8","PM",1003.6
2022-04-13,"22:17:00","X8","PX",1006.7
2022-04-13,"05:10:00","X8","PN",1001.1
2022-04-13,NA,"X8","PPT",8.1
2022-04-13,NA,"X8","RS24h",2.1
2022-04-13,NA,"X8","VVM10",4
2022-04-13,NA,"X8","DVM10",71
2022-04-13,"18:41:00","X8","VVX10",13.4
2022-04-13,"18:41:00","X8","DVVX10",68
2022-04-14,NA,"D5","TM",15.4
2022-04-14,"10:17:00","D5","TX",19.9
2022-04-14,"01:16:00","D5","TN",11.7
2022-04-14,NA,"D5","HRM",50
2022-04-14,"01:15:00","D5","HRX",63
2022-04-14,"23:42:00","D5","HRN",35
2022-04-14,NA,"D5","PM",968.8
2022-04-14,"21:19:00","D5","PX",971.9
2022-04-14,"04:34:00","D5","PN",966.8
2022-04-14,NA,"D5","PPT",0
2022-04-14,NA,"D5","RS24h",23
2022-04-14,NA,"D5","VVM10",6
2022-04-14,NA,"D5","DVM10",55
2022-04-14,"10:27:00","D5","VVX10",18.5
2022-04-14,"10:27:00","D5","DVVX10",64
2022-04-14,NA,"X2","TM",16.2
2022-04-14,"09:34:00","X2","TX",21.4
2022-04-14,"01:44:00","X2","TN",11.3
2022-04-14,NA,"X2","HRM",62
2022-04-14,"04:00:00","X2","HRX",91
2022-04-14,"09:24:00","X2","HRN",33
2022-04-14,NA,"X4","TM",17.1
2022-04-14,"09:38:00","X4","TX",21.7
2022-04-14,"04:01:00","X4","TN",13.2
2022-04-14,NA,"X4","HRM",51
2022-04-14,"03:43:00","X4","HRX",76
2022-04-14,"12:21:00","X4","HRN",29
2022-04-14,NA,"X4","PM",1013
2022-04-14,"21:07:00","X4","PX",1016.1
2022-04-14,"03:34:00","X4","PN",1011.1
2022-04-14,NA,"X4","PPT",0
2022-04-14,NA,"X4","RS24h",23.1
2022-04-14,NA,"X4","VVM10",2.6
2022-04-14,NA,"X4","DVM10",73
2022-04-14,"14:25:00","X4","VVX10",12.1
2022-04-14,"14:25:00","X4","DVVX10",79
2022-04-14,NA,"X8","TM",16.9
2022-04-14,"10:38:00","X8","TX",22.2
2022-04-14,"03:00:00","X8","TN",11.9
2022-04-14,NA,"X8","HRM",49
2022-04-14,"05:09:00","X8","HRX",77
2022-04-14,"12:31:00","X8","HRN",25
2022-04-14,NA,"X8","PM",1007.2
2022-04-14,"20:52:00","X8","PX",1010.4
2022-04-14,"04:16:00","X8","PN",1005.4
2022-04-14,NA,"X8","PPT",0
2022-04-14,NA,"X8","RS24h",23
2022-04-14,NA,"X8","VVM10",2.8
2022-04-14,NA,"X8","DVM10",52
2022-04-14,"10:06:00","X8","VVX10",13.1
2022-04-14,"10:06:00","X8","DVVX10",64
2022-04-15,NA,"D5","TM",19.2
2022-04-15,"12:41:00","D5","TX",24.1
2022-04-15,"03:00:00","D5","TN",15.8
2022-04-15,NA,"D5","HRM",44
2022-04-15,"18:43:00","D5","HRX",59
2022-04-15,"11:18:00","D5","HRN",35
2022-04-15,NA,"D5","PM",971.7
2022-04-15,"20:50:00","D5","PX",972.7
2022-04-15,"15:09:00","D5","PN",971
2022-04-15,NA,"D5","PPT",0
2022-04-15,NA,"D5","RS24h",23.8
2022-04-15,NA,"D5","VVM10",3.8
2022-04-15,NA,"D5","DVM10",257
2022-04-15,"23:59:00","D5","VVX10",11.2
2022-04-15,"23:59:00","D5","DVVX10",321
2022-04-15,NA,"X2","TM",18.8
2022-04-15,"11:30:00","X2","TX",25.4
2022-04-15,"05:00:00","X2","TN",12.1
2022-04-15,NA,"X2","HRM",57
2022-04-15,"04:18:00","X2","HRX",81
2022-04-15,"10:42:00","X2","HRN",33
2022-04-15,NA,"X4","TM",20.1
2022-04-15,"10:02:00","X4","TX",24.8
2022-04-15,"05:08:00","X4","TN",14.6
2022-04-15,NA,"X4","HRM",45
2022-04-15,"05:04:00","X4","HRX",64
2022-04-15,"10:02:00","X4","HRN",30
2022-04-15,NA,"X4","PM",1015.6
2022-04-15,"20:54:00","X4","PX",1016.6
2022-04-15,"15:04:00","X4","PN",1014.6
2022-04-15,NA,"X4","PPT",0
2022-04-15,NA,"X4","RS24h",23
2022-04-15,NA,"X4","VVM10",1.1
2022-04-15,NA,"X4","DVM10",223
2022-04-15,"12:55:00","X4","VVX10",5.6
2022-04-15,"12:55:00","X4","DVVX10",131
2022-04-15,NA,"X8","TM",19.3
2022-04-15,"10:31:00","X8","TX",25
2022-04-15,"05:14:00","X8","TN",13.2
2022-04-15,NA,"X8","HRM",48
2022-04-15,"20:27:00","X8","HRX",62
2022-04-15,"10:41:00","X8","HRN",31
2022-04-15,NA,"X8","PM",1009.9
2022-04-15,"20:42:00","X8","PX",1010.9
2022-04-15,"15:04:00","X8","PN",1009
2022-04-15,NA,"X8","PPT",0
2022-04-15,NA,"X8","RS24h",23.1
2022-04-15,NA,"X8","VVM10",1.5
2022-04-15,NA,"X8","DVM10",251
2022-04-15,"07:15:00","X8","VVX10",5.8
2022-04-15,"07:15:00","X8","DVVX10",306
2022-04-16,NA,"D5","TM",19.7
2022-04-16,"14:36:00","D5","TX",25.5
2022-04-16,"19:10:00","D5","TN",14.5
2022-04-16,NA,"D5","HRM",54
2022-04-16,"18:43:00","D5","HRX",84
2022-04-16,"14:17:00","D5","HRN",37
2022-04-16,NA,"D5","PM",969.4
2022-04-16,"00:00:00","D5","PX",972
2022-04-16,"16:14:00","D5","PN",967.3
2022-04-16,NA,"D5","PPT",0
2022-04-16,NA,"D5","RS24h",25.1
2022-04-16,NA,"D5","VVM10",4.5
2022-04-16,NA,"D5","DVM10",344
2022-04-16,"00:02:00","D5","VVX10",11.2
2022-04-16,"00:02:00","D5","DVVX10",322
2022-04-16,NA,"X2","TM",18.7
2022-04-16,"12:40:00","X2","TX",26.8
2022-04-16,"05:52:00","X2","TN",14
2022-04-16,NA,"X2","HRM",68
2022-04-16,"05:44:00","X2","HRX",85
2022-04-16,"12:44:00","X2","HRN",37
2022-04-16,NA,"X4","TM",20.4
2022-04-16,"10:41:00","X4","TX",26.7
2022-04-16,"05:32:00","X4","TN",16.6
2022-04-16,NA,"X4","HRM",55
2022-04-16,"23:44:00","X4","HRX",72
2022-04-16,"11:10:00","X4","HRN",30
2022-04-16,NA,"X4","PM",1013.1
2022-04-16,"00:00:00","X4","PX",1016
2022-04-16,"16:00:00","X4","PN",1010.7
2022-04-16,NA,"X4","PPT",0
2022-04-16,NA,"X4","RS24h",24.8
2022-04-16,NA,"X4","VVM10",1.7
2022-04-16,NA,"X4","DVM10",189
2022-04-16,"13:13:00","X4","VVX10",9.8
2022-04-16,"13:13:00","X4","DVVX10",223
2022-04-16,NA,"X8","TM",20.1
2022-04-16,"12:14:00","X8","TX",26.4
2022-04-16,"23:49:00","X8","TN",15.2
2022-04-16,NA,"X8","HRM",57
2022-04-16,"23:46:00","X8","HRX",83
2022-04-16,"12:45:00","X8","HRN",33
2022-04-16,NA,"X8","PM",1007.3
2022-04-16,"00:08:00","X8","PX",1010.2
2022-04-16,"16:06:00","X8","PN",1004.8
2022-04-16,NA,"X8","PPT",0
2022-04-16,NA,"X8","RS24h",24.7
2022-04-16,NA,"X8","VVM10",2
2022-04-16,NA,"X8","DVM10",256
2022-04-16,"13:05:00","X8","VVX10",9.2
2022-04-16,"13:05:00","X8","DVVX10",227
2022-04-17,NA,"D5","TM",16.7
2022-04-17,"11:05:00","D5","TX",21.9
2022-04-17,"21:30:00","D5","TN",11.8
2022-04-17,NA,"D5","HRM",58
2022-04-17,"21:33:00","D5","HRX",78
2022-04-17,"12:30:00","D5","HRN",40
2022-04-17,NA,"D5","PM",969.2
2022-04-17,"10:30:00","D5","PX",970.5
2022-04-17,"01:30:00","D5","PN",968.2
2022-04-17,NA,"D5","PPT",0
2022-04-17,NA,"D5","RS24h",25.4
2022-04-17,NA,"D5","VVM10",2.1
2022-04-17,NA,"D5","DVM10",106
2022-04-17,"13:03:00","D5","VVX10",9.1
2022-04-17,"13:03:00","D5","DVVX10",66
2022-04-17,NA,"X2","TM",16.3
2022-04-17,"10:18:00","X2","TX",20.9
2022-04-17,"05:46:00","X2","TN",13.5
2022-04-17,NA,"X2","HRM",71
2022-04-17,"01:33:00","X2","HRX",88
2022-04-17,"10:17:00","X2","HRN",48
2022-04-17,NA,"X4","TM",17.2
2022-04-17,"10:09:00","X4","TX",21
2022-04-17,"04:52:00","X4","TN",15.1
2022-04-17,NA,"X4","HRM",62
2022-04-17,"02:37:00","X4","HRX",74
2022-04-17,"10:15:00","X4","HRN",44
2022-04-17,NA,"X4","PM",1013.4
2022-04-17,"10:30:00","X4","PX",1014.6
2022-04-17,"02:04:00","X4","PN",1012.1
2022-04-17,NA,"X4","PPT",0
2022-04-17,NA,"X4","RS24h",25.2
2022-04-17,NA,"X4","VVM10",1.7
2022-04-17,NA,"X4","DVM10",96
2022-04-17,"12:37:00","X4","VVX10",8.9
2022-04-17,"12:37:00","X4","DVVX10",85
2022-04-17,NA,"X8","TM",16.8
2022-04-17,"09:25:00","X8","TX",22.3
2022-04-17,"23:53:00","X8","TN",13.1
2022-04-17,NA,"X8","HRM",65
2022-04-17,"05:12:00","X8","HRX",89
2022-04-17,"12:32:00","X8","HRN",41
2022-04-17,NA,"X8","PM",1007.6
2022-04-17,"13:11:00","X8","PX",1008.7
2022-04-17,"02:05:00","X8","PN",1006.3
2022-04-17,NA,"X8","PPT",0
2022-04-17,NA,"X8","RS24h",25.1
2022-04-17,NA,"X8","VVM10",1.7
2022-04-17,NA,"X8","DVM10",101
2022-04-17,"13:16:00","X8","VVX10",8.8
2022-04-17,"13:16:00","X8","DVVX10",65
2022-04-18,NA,"D5","TM",15.2
2022-04-18,"09:14:00","D5","TX",19.7
2022-04-18,"03:22:00","D5","TN",11.4
2022-04-18,NA,"D5","HRM",65
2022-04-18,"22:00:00","D5","HRX",98
2022-04-18,"01:00:00","D5","HRN",38
2022-04-18,NA,"D5","PM",967.5
2022-04-18,"00:00:00","D5","PX",969.3
2022-04-18,"17:30:00","D5","PN",966
2022-04-18,NA,"D5","PPT",0
2022-04-18,NA,"D5","RS24h",23.2
2022-04-18,NA,"D5","VVM10",2
2022-04-18,NA,"D5","DVM10",183
2022-04-18,"05:36:00","D5","VVX10",7.6
2022-04-18,"05:36:00","D5","DVVX10",319
2022-04-18,NA,"X2","TM",15.1
2022-04-18,"13:47:00","X2","TX",18.7
2022-04-18,"05:30:00","X2","TN",12.6
2022-04-18,NA,"X2","HRM",77
2022-04-18,"23:45:00","X2","HRX",93
2022-04-18,"09:18:00","X2","HRN",58
2022-04-18,NA,"X4","TM",15.8
2022-04-18,"09:05:00","X4","TX",17.9
2022-04-18,"05:00:00","X4","TN",13.8
2022-04-18,NA,"X4","HRM",72
2022-04-18,"19:03:00","X4","HRX",90
2022-04-18,"00:21:00","X4","HRN",49
2022-04-18,NA,"X4","PM",1011.8
2022-04-18,"00:00:00","X4","PX",1013.5
2022-04-18,"16:34:00","X4","PN",1010.2
2022-04-18,NA,"X4","PPT",0
2022-04-18,NA,"X4","RS24h",22.8
2022-04-18,NA,"X4","VVM10",1.5
2022-04-18,NA,"X4","DVM10",134
2022-04-18,"12:36:00","X4","VVX10",5.6
2022-04-18,"12:36:00","X4","DVVX10",138
2022-04-18,NA,"X8","TM",15.4
2022-04-18,"09:04:00","X8","TX",20
2022-04-18,"03:19:00","X8","TN",11.5
2022-04-18,NA,"X8","HRM",72
2022-04-18,"23:32:00","X8","HRX",100
2022-04-18,"07:58:00","X8","HRN",45
2022-04-18,NA,"X8","PM",1006
2022-04-18,"00:01:00","X8","PX",1007.6
2022-04-18,"16:34:00","X8","PN",1004.4
2022-04-18,NA,"X8","PPT",0
2022-04-18,NA,"X8","RS24h",23
2022-04-18,NA,"X8","VVM10",1.5
2022-04-18,NA,"X8","DVM10",131
2022-04-18,"11:19:00","X8","VVX10",6.6
2022-04-18,"11:19:00","X8","DVVX10",116
2022-04-19,NA,"D5","TM",13.6
2022-04-19,"14:25:00","D5","TX",18.5
2022-04-19,"23:43:00","D5","TN",11.1
2022-04-19,NA,"D5","HRM",69
2022-04-19,"05:15:00","D5","HRX",86
2022-04-19,"14:26:00","D5","HRN",50
2022-04-19,NA,"D5","PM",963.5
2022-04-19,"00:00:00","D5","PX",966.1
2022-04-19,"23:50:00","D5","PN",959.6
2022-04-19,NA,"D5","PPT",0.8
2022-04-19,NA,"D5","RS24h",9.2
2022-04-19,NA,"D5","VVM10",1.9
2022-04-19,NA,"D5","DVM10",82
2022-04-19,"23:25:00","D5","VVX10",8.2
2022-04-19,"23:25:00","D5","DVVX10",34
2022-04-19,NA,"X2","TM",15
2022-04-19,"14:32:00","X2","TX",19.5
2022-04-19,"04:47:00","X2","TN",11.9
2022-04-19,NA,"X2","HRM",76
2022-04-19,"02:00:00","X2","HRX",95
2022-04-19,"14:32:00","X2","HRN",46
2022-04-19,NA,"X4","TM",15.7
2022-04-19,"14:20:00","X4","TX",19.3
2022-04-19,"05:07:00","X4","TN",13.4
2022-04-19,NA,"X4","HRM",68
2022-04-19,"02:04:00","X4","HRX",96
2022-04-19,"14:21:00","X4","HRN",44
2022-04-19,NA,"X4","PM",1007.6
2022-04-19,"00:00:00","X4","PX",1010.3
2022-04-19,"23:52:00","X4","PN",1003.7
2022-04-19,NA,"X4","PPT",0.3
2022-04-19,NA,"X4","RS24h",8.3
2022-04-19,NA,"X4","VVM10",1.2
2022-04-19,NA,"X4","DVM10",96
2022-04-19,"19:06:00","X4","VVX10",5.1
2022-04-19,"19:06:00","X4","DVVX10",80
2022-04-19,NA,"X8","TM",14.8
2022-04-19,"14:19:00","X8","TX",19.4
2022-04-19,"04:50:00","X8","TN",11.4
2022-04-19,NA,"X8","HRM",72
2022-04-19,"00:00:00","X8","HRX",98
2022-04-19,"14:15:00","X8","HRN",47
2022-04-19,NA,"X8","PM",1001.9
2022-04-19,"00:00:00","X8","PX",1004.6
2022-04-19,"23:59:00","X8","PN",997.9
2022-04-19,NA,"X8","PPT",0.5
2022-04-19,NA,"X8","RS24h",8.5
2022-04-19,NA,"X8","VVM10",1.2
2022-04-19,NA,"X8","DVM10",64
2022-04-19,"14:01:00","X8","VVX10",5.3
2022-04-19,"14:01:00","X8","DVVX10",140
2022-04-20,NA,"D5","TM",11.6
2022-04-20,"16:00:00","D5","TX",12.7
2022-04-20,"05:00:00","D5","TN",10.4
2022-04-20,NA,"D5","HRM",86
2022-04-20,"23:30:00","D5","HRX",100
2022-04-20,"02:02:00","D5","HRN",62
2022-04-20,NA,"D5","PM",956.5
2022-04-20,"00:03:00","D5","PX",959.7
2022-04-20,"15:49:00","D5","PN",955
2022-04-20,NA,"D5","PPT",1.8
2022-04-20,NA,"D5","RS24h",2.6
2022-04-20,NA,"D5","VVM10",8.1
2022-04-20,NA,"D5","DVM10",65
2022-04-20,"15:49:00","D5","VVX10",16.5
2022-04-20,"15:49:00","D5","DVVX10",79
2022-04-20,NA,"X2","TM",15.2
2022-04-20,"14:51:00","X2","TX",16.6
2022-04-20,"23:58:00","X2","TN",14.3
2022-04-20,NA,"X2","HRM",74
2022-04-20,"21:05:00","X2","HRX",91
2022-04-20,"06:32:00","X2","HRN",64
2022-04-20,NA,"X4","TM",15.1
2022-04-20,"15:46:00","X4","TX",16.4
2022-04-20,"23:48:00","X4","TN",14.1
2022-04-20,NA,"X4","HRM",72
2022-04-20,"20:00:00","X4","HRX",100
2022-04-20,"02:19:00","X4","HRN",57
2022-04-20,NA,"X4","PM",1000.6
2022-04-20,"00:00:00","X4","PX",1003.9
2022-04-20,"12:41:00","X4","PN",998.8
2022-04-20,NA,"X4","PPT",1.8
2022-04-20,NA,"X4","RS24h",5.4
2022-04-20,NA,"X4","VVM10",4.4
2022-04-20,NA,"X4","DVM10",73
2022-04-20,"12:41:00","X4","VVX10",13.6
2022-04-20,"12:41:00","X4","DVVX10",90
2022-04-20,NA,"X8","TM",14.7
2022-04-20,"15:23:00","X8","TX",16.3
2022-04-20,"23:56:00","X8","TN",13.6
2022-04-20,NA,"X8","HRM",75
2022-04-20,"20:34:00","X8","HRX",100
2022-04-20,"02:30:00","X8","HRN",56
2022-04-20,NA,"X8","PM",994.7
2022-04-20,"00:00:00","X8","PX",998
2022-04-20,"15:47:00","X8","PN",993.1
2022-04-20,NA,"X8","PPT",2.7
2022-04-20,NA,"X8","RS24h",6.1
2022-04-20,NA,"X8","VVM10",5
2022-04-20,NA,"X8","DVM10",66
2022-04-20,"07:00:00","X8","VVX10",14.3
2022-04-20,"07:00:00","X8","DVVX10",71
2022-04-21,NA,"D5","TM",10.1
2022-04-21,"20:12:00","D5","TX",13.1
2022-04-21,"10:50:00","D5","TN",8.2
2022-04-21,NA,"D5","HRM",92
2022-04-21,"13:30:00","D5","HRX",100
2022-04-21,"19:13:00","D5","HRN",72
2022-04-21,NA,"D5","PM",955.6
2022-04-21,"00:05:00","D5","PX",956.8
2022-04-21,"12:32:00","D5","PN",953.7
2022-04-21,NA,"D5","PPT",17.5
2022-04-21,NA,"D5","RS24h",3.3
2022-04-21,NA,"D5","VVM10",6.3
2022-04-21,"00:01:00","D5","VVX10",15.9
2022-04-21,"00:01:00","D5","DVVX10",69
2022-04-21,NA,"X2","TM",12.7
2022-04-21,"00:00:00","X2","TX",14.3
2022-04-21,"11:10:00","X2","TN",11.3
2022-04-21,NA,"X2","HRM",89
2022-04-21,"22:08:00","X2","HRX",95
2022-04-21,"02:18:00","X2","HRN",75
2022-04-21,NA,"X4","TM",13.2
2022-04-21,"21:30:00","X4","TX",14.9
2022-04-21,"11:04:00","X4","TN",11.1
2022-04-21,NA,"X4","HRM",82
2022-04-21,"11:07:00","X4","HRX",99
2022-04-21,"23:59:00","X4","HRN",70
2022-04-21,NA,"X4","PM",999.7
2022-04-21,"00:08:00","X4","PX",1001.2
2022-04-21,"13:35:00","X4","PN",998.2
2022-04-21,NA,"X4","PPT",17.1
2022-04-21,NA,"X4","RS24h",3.1
2022-04-21,NA,"X4","VVM10",2.1
2022-04-21,NA,"X4","DVM10",329
2022-04-21,"00:00:00","X4","VVX10",10
2022-04-21,"00:00:00","X4","DVVX10",69
2022-04-21,NA,"X8","TM",12.4
2022-04-21,"20:15:00","X8","TX",15.7
2022-04-21,"11:21:00","X8","TN",9.8
2022-04-21,NA,"X8","HRM",88
2022-04-21,"15:52:00","X8","HRX",100
2022-04-21,"20:14:00","X8","HRN",66
2022-04-21,NA,"X8","PM",994
2022-04-21,"00:05:00","X8","PX",995.3
2022-04-21,"13:53:00","X8","PN",992.4
2022-04-21,NA,"X8","PPT",13.3
2022-04-21,NA,"X8","RS24h",3
2022-04-21,NA,"X8","VVM10",2.9
2022-04-21,NA,"X8","DVM10",331
2022-04-21,"00:28:00","X8","VVX10",11.8
2022-04-21,"00:28:00","X8","DVVX10",62
2022-04-22,NA,"D5","TM",12.7
2022-04-22,"12:41:00","D5","TX",18.6
2022-04-22,"05:03:00","D5","TN",8.7
2022-04-22,NA,"D5","HRM",73
2022-04-22,"23:30:00","D5","HRX",100
2022-04-22,"12:56:00","D5","HRN",48
2022-04-22,NA,"D5","PM",953.6
2022-04-22,"00:01:00","D5","PX",955.3
2022-04-22,"23:58:00","D5","PN",951.8
2022-04-22,NA,"D5","PPT",0
2022-04-22,NA,"D5","RS24h",21.1
2022-04-22,NA,"D5","VVM10",5.4
2022-04-22,"02:30:00","D5","DVVX10",288
2022-04-22,NA,"X2","TM",16
2022-04-22,"10:52:00","X2","TX",20.8
2022-04-22,"04:31:00","X2","TN",12.8
2022-04-22,NA,"X2","HRM",65
2022-04-22,"00:00:00","X2","HRX",93
2022-04-22,"11:10:00","X2","HRN",40
2022-04-22,NA,"X4","TM",16.1
2022-04-22,"10:49:00","X4","TX",20.6
2022-04-22,"04:43:00","X4","TN",12.5
2022-04-22,NA,"X4","HRM",60
2022-04-22,"23:59:00","X4","HRX",91
2022-04-22,"11:07:00","X4","HRN",36
2022-04-22,NA,"X4","PM",997.5
2022-04-22,"00:09:00","X4","PX",999.2
2022-04-22,"23:55:00","X4","PN",995.7
2022-04-22,NA,"X4","PPT",0
2022-04-22,NA,"X4","RS24h",21.1
2022-04-22,NA,"X4","VVM10",2.6
2022-04-22,NA,"X4","DVM10",252
2022-04-22,"15:43:00","X4","VVX10",10
2022-04-22,"15:43:00","X4","DVVX10",245
2022-04-22,NA,"X8","TM",15.2
2022-04-22,"10:42:00","X8","TX",19.6
2022-04-22,"04:08:00","X8","TN",10.8
2022-04-22,NA,"X8","HRM",67
2022-04-22,"23:51:00","X8","HRX",99
2022-04-22,"11:39:00","X8","HRN",44
2022-04-22,NA,"X8","PM",991.9
2022-04-22,"00:07:00","X8","PX",993.5
